alternative_id,dataset_id,g1,g2,g3,g4,g5,g6,latent_score,class_index,class_label
synthetic_mixed_structure_1,synthetic_mixed_structure,0.22713942718618263,0.1861745339656109,0.37498410095516566,0.030759974234950138,0.2837395698910029,0.7569166216912107,0.29390573939377446,1,Cl1
synthetic_mixed_structure_2,synthetic_mixed_structure,0.35265434906926263,0.35048333984352176,0.4477881807433056,0.5814355245326684,0.11210606972290715,0.6782754206900276,0.39323758664841224,1,Cl1
synthetic_mixed_structure_3,synthetic_mixed_structure,0.6516450661905849,0.5630993927260183,0.4115233747815942,0.5485434234659664,0.9784831897230407,0.8954037989584407,0.7143170099619516,4,Cl4
synthetic_mixed_structure_4,synthetic_mixed_structure,0.2210938546996294,0.6760891826522368,0.47606752381536444,0.18773974372114444,0.6995261827470668,0.6467125659566536,0.5516972809476375,3,Cl3
synthetic_mixed_structure_5,synthetic_mixed_structure,0.6005453269293586,0.44050543353016525,0.3191550328216386,0.05634203713042485,0.07295654515084615,0.7288003190278266,0.38276827472294744,1,Cl1
synthetic_mixed_structure_6,synthetic_mixed_structure,0.5948838557655379,0.9433775758494515,0.7345437293795879,0.7672230152328511,0.6405816176808036,0.3872102015895911,0.785181295898015,4,Cl4
synthetic_mixed_structure_7,synthetic_mixed_structure,0.7404674692694785,0.359608179142605,0.37599421760304175,0.5648862578554812,0.5824751092398555,0.36986344873187627,0.4628515848015228,2,Cl2
synthetic_mixed_structure_8,synthetic_mixed_structure,0.007655263758283737,0.8401865237076426,0.9705819149988534,0.8022282421827791,0.8798455229435473,0.09037297192719884,0.6462205797680824,4,Cl4
synthetic_mixed_structure_9,synthetic_mixed_structure,0.4036973790342522,0.8767762632679411,0.584005213460356,0.0012518005887452999,0.3739257776515813,0.620732355136093,0.5176498032209774,3,Cl3
synthetic_mixed_structure_10,synthetic_mixed_structure,0.2086464221939237,0.6764137584179132,0.46295105230280464,0.9858570384576064,0.5230032169082486,0.23273989819939667,0.6102614748337798,4,Cl4
synthetic_mixed_structure_11,synthetic_mixed_structure,0.3289423432117182,0.20931389300837688,0.8241985200325506,0.3208928664562336,0.01728385315850811,0.08934481691136764,0.40414180165298447,2,Cl2
