alternative_id,dataset_id,g1,g2,g3,g4,g5,g6,latent_score,class_index,class_label
synthetic_sparse_interactions_1,synthetic_sparse_interactions,0.044118925816766574,0.7378188135860382,0.25515556133435513,0.8146047179393786,0.7423550532560639,0.3569252955691705,0.4598570542802871,2,Cl2
synthetic_sparse_interactions_2,synthetic_sparse_interactions,0.8743849102700658,0.04334631943421707,0.8937728327692458,0.35484843275552824,0.8957863200828938,0.8248920794602579,0.5770377644368917,3,Cl3
synthetic_sparse_interactions_3,synthetic_sparse_interactions,0.611686586146321,0.5998598829512259,0.03902483660155187,0.8946216860583898,0.4465470780566324,0.5384800425629452,0.600456582205574,3,Cl3
synthetic_sparse_interactions_4,synthetic_sparse_interactions,0.42404056130719336,0.9557095595790174,0.37595060850939144,0.7667527758780921,0.9166363789987443,0.5856918860491799,0.6951414499287675,4,Cl4
synthetic_sparse_interactions_5,synthetic_sparse_interactions,0.7868337472847234,0.6065733404524513,0.4253914531640499,0.8665644132197832,0.5506749575916455,0.45577121256034536,0.6305917576859773,4,Cl4
synthetic_sparse_interactions_6,synthetic_sparse_interactions,0.7574056032817936,0.06278188048897726,0.21739054365169785,0.7052559153650666,0.16606153264386292,0.767884303767533,0.4426167197304394,2,Cl2
synthetic_sparse_interactions_7,synthetic_sparse_interactions,0.3161097562389379,0.7097391335657453,0.588662862855414,0.39231305424384166,0.9636013021224156,0.8094699983570893,0.6041492423878511,3,Cl3
synthetic_sparse_interactions_8,synthetic_sparse_interactions,0.40288352325319376,0.41306975243597577,0.1795436998586749,0.5574093725084667,0.48002933745545495,0.9030023680365389,0.5010337539921922,2,Cl2
synthetic_sparse_interactions_9,synthetic_sparse_interactions,0.5769443505948532,0.4893137585763393,0.2601615794685045,0.9027180395471383,0.5791551815964092,0.16756703937905948,0.5295822367019154,3,Cl3
synthetic_sparse_interactions_10,synthetic_sparse_interactions,0.720561107377847,0.9851251607139617,0.6019959331364327,0.504935670169775,0.5004792886327979,0.15550376618840778,0.7285702459110244,4,Cl4
synthetic_sparse_interactions_11,synthetic_sparse_interactions,0.09214448044353774,0.03274991411899353,0.1480913205358646,0.18351239746286285,0.03924278438747064,0.4977322991475548,0.14558821588911738,1,Cl1
synthetic_sparse_interactions_12,synthetic_sparse_interactions,0.05535473455309192,0.62530213407759,0.15632371986025795,0.42129709033266705,0.8032475545786497,0.853555336550344,0.44580283349377126,2,Cl2
synthetic_sparse_interactions_13,synthetic_sparse_interactions,0.858895058984281,0.14995121215063822,0.6769681537891422,0.5744821457848248,0.9678778470398245,0.40845046722716827,0.603981800786467,3,Cl3
synthetic_sparse_interactions_14,synthetic_sparse_interactions,0.33482150388897136,0.038032488313785806,0.07825404476393938,0.5115132551819254,0.7545089613114689,0.6898172167993385,0.41415658774015246,2,Cl2
synthetic_sparse_interactions_15,synthetic_sparse_interactions,0.47059951779459697,0.3812999218066866,0.7124010167957228,0.2923396809295411,0.9641125447033753,0.3940479209226805,0.5520652019489475,3,Cl3
synthetic_sparse_interactions_16,synthetic_sparse_interactions,0.8215620235282409,0.7290752008896129,0.5086055215534502,0.5815210250841004,0.20634826794712757,0.24319746622240723,0.6264439622101299,4,Cl4
synthetic_sparse_interactions_17,synthetic_sparse_interactions,0.8155047182773194,0.5754382832119753,0.17764744460917914,0.6476911715253418,0.9541321375147996,0.5015142405135111,0.7863905665600148,4,Cl4
synthetic_sparse_interactions_18,synthetic_sparse_interactions,0.7655478977158209,0.44649176724205764,0.5327384007438782,0.6880032034553204,0.8331472453188796,0.621641396535167,0.6356640827729548,4,Cl4
synthetic_sparse_interactions_19,synthetic_sparse_interactions,0.6168312577764126,0.1055994698006697,0.8369163184711476,0.44139606308895196,0.9346131632066255,0.5282232502273252,0.5480939483920081,3,Cl3
synthetic_sparse_interactions_20,synthetic_sparse_interactions,0.5731538483350033,0.8281839043407275,0.7691818976594215,0.9131935241499389,0.9768825839767904,0.24052061004987046,0.661531298333202,4,Cl4
synthetic_sparse_interactions_21,synthetic_sparse_interactions,0.7375550180711967,0.025797964766776538,0.7497712947940789,0.12227534607165447,0.7082332353176237,0.23901277182576686,0.41651894447355176,2,Cl2
synthetic_sparse_interactions_22,synthetic_sparse_interactions,0.7899982739206146,0.6113231399851173,0.8836753229211477,0.30588451349703494,0.7371193815512925,0.7516510608414979,0.7393636249264524,4,Cl4
synthetic_sparse_interactions_23,synthetic_sparse_interactions,0.5213735830656401,0.08841044212974325,0.37720201253904806,0.0010143621855976948,0.479485217814943,0.8539079094067268,0.4061445619585027,2,Cl2
synthetic_sparse_interactions_24,synthetic_sparse_interactions,0.5017431616063618,0.7943545416374858,0.7574673668748789,0.09154517430984954,0.753035367349666,0.6675252608598866,0.7545912113481783,4,Cl4
synthetic_sparse_interactions_25,synthetic_sparse_interactions,0.27061497824126335,0.7552852551091263,0.14482569308572746,0.0019193675305715363,0.9472433315697639,0.19757773793287203,0.4816471829356923,2,Cl2
synthetic_sparse_interactions_26,synthetic_sparse_interactions,0.31395627824184047,0.3188490161368679,0.6538303687410773,0.36597008374148166,0.0015850759486163435,0.2615644449135567,0.29283723683620466,1,Cl1
synthetic_sparse_interactions_27,synthetic_sparse_interactions,0.05593301714026444,0.6272212324920381,0.09430499206202037,0.5044503587906705,0.5199275518267105,0.4427201172271228,0.34737946366522177,1,Cl1
synthetic_sparse_interactions_28,synthetic_sparse_interactions,0.360574418191269,0.06932618431204196,0.32998142468343705,0.15059026198917436,0.8479547051115277,0.02771380606473084,0.3058077376718565,1,Cl1
synthetic_sparse_interactions_29,synthetic_sparse_interactions,0.6479366902056765,0.09447092527752998,0.7062402308225743,0.2804188339421997,0.453374488796945,0.5979504832276008,0.4196994158523991,2,Cl2
synthetic_sparse_interactions_30,synthetic_sparse_interactions,0.5657700188478931,0.22133616926342625,0.31316552168661127,0.8968914333546065,0.40913284834188324,0.307882023813815,0.45746417710148823,2,Cl2
synthetic_sparse_interactions_31,synthetic_sparse_interactions,0.13525654678027277,0.972824615232007,0.17868284347140262,0.7997976919468219,0.8390397190850412,0.062326577920783,0.5188892444771112,3,Cl3
synthetic_sparse_interactions_32,synthetic_sparse_interactions,0.2741428798751001,0.2662862378233428,0.41766379237312545,0.3907782697844332,0.7240534815709573,0.913187785295953,0.45970615088830974,2,Cl2
synthetic_sparse_interactions_33,synthetic_sparse_interactions,0.9811815568364564,0.004893499714350713,0.08183686701841653,0.5844398401170972,0.14550499409301765,0.9744752737235732,0.46981024108224323,2,Cl2
synthetic_sparse_interactions_34,synthetic_sparse_interactions,0.508198927238167,0.21372476711563415,0.4490635835109261,0.7077700322386589,0.2683141394729204,0.6024986801318087,0.43964015502999415,2,Cl2
synthetic_sparse_interactions_35,synthetic_sparse_interactions,0.6369677402950196,0.07429819084387901,0.6699609160936365,0.13710536304434662,0.9097187569788374,0.5533499561700749,0.5048613991445433,3,Cl3
synthetic_sparse_interactions_36,synthetic_sparse_interactions,0.6436495108672626,0.9412030366503765,0.5060531227926188,0.2819731827234515,0.02557457115961237,0.19319968648456154,0.5887869574084511,3,Cl3
synthetic_sparse_interactions_37,synthetic_sparse_interactions,0.8883469880265371,0.12212290800716774,0.9968472364262813,0.33829304167376706,0.3847518050908867,0.4443759689969893,0.4403272130214244,2,Cl2
synthetic_sparse_interactions_38,synthetic_sparse_interactions,0.47234541985594636,0.27449201322766825,0.9850700271386612,0.8685701921086396,0.8584435794344144,0.9840565226715329,0.5164075095576673,3,Cl3
synthetic_sparse_interactions_39,synthetic_sparse_interactions,0.47358266297331175,0.19095220671591417,0.3523932358204037,0.8442629162178453,0.6671808070301508,0.4386171093812592,0.4361375202022185,2,Cl2
synthetic_sparse_interactions_40,synthetic_sparse_interactions,0.6344368759572717,0.5399441415952914,0.39954552607900395,0.31494336358407615,0.3159309968034131,0.9288373423836782,0.6142413097510829,3,Cl3
synthetic_sparse_interactions_41,synthetic_sparse_interactions,0.3128060785697111,0.0890656825750945,0.928243762598798,0.581217207385024,0.35939382211592985,0.8434018897770926,0.31621869308565415,1,Cl1
synthetic_sparse_interactions_42,synthetic_sparse_interactions,0.7540254460525349,0.48663396363150824,0.29818599280667235,0.5550742218419751,0.864550765947219,0.1885132406199067,0.6194995577344736,4,Cl4
synthetic_sparse_interactions_43,synthetic_sparse_interactions,0.7068935596787844,0.6439873083567662,0.8539126962291486,0.18760279289994963,0.8298554811418254,0.9292169320377666,0.765215086139616,4,Cl4
synthetic_sparse_interactions_44,synthetic_sparse_interactions,0.3119333673214397,0.4018579912793956,0.01299319388573661,0.9237010714408875,0.1751629350746643,0.6868803994142342,0.4663588332049457,2,Cl2
synthetic_sparse_interactions_45,synthetic_sparse_interactions,0.0751713413902737,0.5928215426051009,0.7946806577060332,0.1959009580625901,0.22210704098579614,0.1311970835942341,0.30789566757471465,1,Cl1
synthetic_sparse_interactions_46,synthetic_sparse_interactions,0.025694066266052307,0.934176878381232,0.2427689638386209,0.9966223726161756,0.4904960826877889,0.3236380627184915,0.436900143204873,2,Cl2
synthetic_sparse_interactions_47,synthetic_sparse_interactions,0.6839441306002831,0.08736400894228358,0.08811798817125827,0.5600656758627964,0.7633883496558143,0.9211156426965842,0.5254393599483345,3,Cl3
synthetic_sparse_interactions_48,synthetic_sparse_interactions,0.7187150349432115,0.6145469593747404,0.3609868579103227,0.8872541350033983,0.8679347173623042,0.5036512483949303,0.7100747558154797,4,Cl4
synthetic_sparse_interactions_49,synthetic_sparse_interactions,0.6749239654471892,0.5867435888204856,0.3059022512620072,0.9421703093162611,0.06243169237053392,0.1362689970334071,0.5125196114437348,3,Cl3
synthetic_sparse_interactions_50,synthetic_sparse_interactions,0.5493771299829526,0.036611601972591834,0.8869337434930824,0.21477593261495964,0.6181145912689554,0.07664306334629656,0.37802632628658606,1,Cl1
synthetic_sparse_interactions_51,synthetic_sparse_interactions,0.2500657560133517,0.40287528984054766,0.5372541214021553,0.9351418065503048,0.5111361157502324,0.30886728783819684,0.3968221150534505,1,Cl1
synthetic_sparse_interactions_52,synthetic_sparse_interactions,0.26026341504499795,0.41395549269420906,0.3486403061013562,0.6123012162918373,0.1640210014118595,0.083313587723011,0.32089643115695105,1,Cl1
synthetic_sparse_interactions_53,synthetic_sparse_interactions,0.5733731962151157,0.29872010890580647,0.29890164980492173,0.5714633600067751,0.6082902328393485,0.7843463937619891,0.5050437490618878,3,Cl3
synthetic_sparse_interactions_54,synthetic_sparse_interactions,0.028253878193346016,0.9040764761720944,0.04862734390071477,0.5824893854776297,0.6631856756316419,0.5304597045141107,0.42874785975515833,2,Cl2
synthetic_sparse_interactions_55,synthetic_sparse_interactions,0.40547244591415543,0.4018913851568997,0.8973138425271943,0.9530959144343533,0.9646192808739056,0.4620877643505912,0.499034657498193,2,Cl2
synthetic_sparse_interactions_56,synthetic_sparse_interactions,0.45032642311533944,0.5366697072466844,0.9539698536291195,0.5649983699637722,0.5209223904955247,0.0008386062409148076,0.46464513474263097,2,Cl2
synthetic_sparse_interactions_57,synthetic_sparse_interactions,0.5784055112575573,0.743827140723538,0.9282568592319504,0.7758071248708861,0.9520252398132905,0.8404319181283889,0.7626828645663672,4,Cl4
synthetic_sparse_interactions_58,synthetic_sparse_interactions,0.1815641039554977,0.05390631919515132,0.13386433964927025,0.4199571787721351,0.9436945263456892,0.7576782620209246,0.39011371252385874,1,Cl1
synthetic_sparse_interactions_59,synthetic_sparse_interactions,0.589260422495877,0.036173646886721866,0.7333693028252836,0.9372157325832443,0.8603963520520272,0.2151969636251687,0.36843158456914143,1,Cl1
synthetic_sparse_interactions_60,synthetic_sparse_interactions,0.1553603782388231,0.27482160718177473,0.43356428961719107,0.3782429855716346,0.7510567127243013,0.9989240475374761,0.4562948754388629,2,Cl2
synthetic_sparse_interactions_61,synthetic_sparse_interactions,0.39424532600163176,0.9819400702045774,0.24947221388622243,0.9866543777308308,0.9289103670365785,0.8943301897414875,0.7529003068321108,4,Cl4
synthetic_sparse_interactions_62,synthetic_sparse_interactions,0.05972420631289366,0.2089693297311047,0.29985320039793306,0.695334712995826,0.3186218968957846,0.7845168682857476,0.34471086115235905,1,Cl1
synthetic_sparse_interactions_63,synthetic_sparse_interactions,0.7775934312652286,0.9088081262556938,0.18653197648493303,0.18252768259715102,0.9879857943369983,0.539291514213718,0.8293639849423624,4,Cl4
synthetic_sparse_interactions_64,synthetic_sparse_interactions,0.4706851654304539,0.6520032200898588,0.8590313366520838,0.043130177967525274,0.37103393139537266,0.8351946613695852,0.6790608820448085,4,Cl4
synthetic_sparse_interactions_65,synthetic_sparse_interactions,0.13527637951588345,0.763824066946041,0.5856487391438964,0.12343326575958335,0.8700129145099633,0.5448891549952408,0.5189697746803507,3,Cl3
synthetic_sparse_interactions_66,synthetic_sparse_interactions,0.021771259333182247,0.9584758727428907,0.4901385745208403,0.8231158147540383,0.6899650192866974,0.14264180631237622,0.3904803920293562,1,Cl1
synthetic_sparse_interactions_67,synthetic_sparse_interactions,0.8697416030251095,0.7459592327968309,0.4540454206302933,0.4000111312093716,0.4941018892430986,0.8921770942764513,0.8145658217063388,4,Cl4
synthetic_sparse_interactions_68,synthetic_sparse_interactions,0.7965474639153879,0.4862782955882782,0.6322323844523781,0.2703842229137704,0.24489636042860952,0.0037765616085941867,0.5074544592034705,3,Cl3
synthetic_sparse_interactions_69,synthetic_sparse_interactions,0.844037789351474,0.10284147720951309,0.522098409428636,0.9811248179788138,0.8569329502209033,0.7336739221940182,0.6109179020216604,3,Cl3
synthetic_sparse_interactions_70,synthetic_sparse_interactions,0.03796452846368725,0.3263337745365139,0.038429690388560145,0.9609266035613443,0.2951122102733328,0.12045489506474805,0.2887143614955399,1,Cl1
synthetic_sparse_interactions_71,synthetic_sparse_interactions,0.21712186810395995,0.7164716619637835,0.03925842881157582,0.7205820707795827,0.19449391123772153,0.3779351968692055,0.44813825663664875,2,Cl2
synthetic_sparse_interactions_72,synthetic_sparse_interactions,0.8967412436053949,0.690897762923097,0.73540642082976,0.5611690537474675,0.44654963790257496,0.6734224187371217,0.7497078413535988,4,Cl4
synthetic_sparse_interactions_73,synthetic_sparse_interactions,0.9960451306931136,0.6988809441620075,0.9200272157141085,0.6885780184274637,0.8195138110800126,0.9419908710787782,0.9250276938279388,4,Cl4
synthetic_sparse_interactions_74,synthetic_sparse_interactions,0.4087014609593628,0.8662393221683274,0.496685722304271,0.5684052975173736,0.3063952774059069,0.548290145768136,0.5713777252513212,3,Cl3
synthetic_sparse_interactions_75,synthetic_sparse_interactions,0.6093776400937263,0.8049359297210125,0.9421144402560685,0.14896811784720276,0.11476195968919944,0.5570416739567795,0.6090939494819434,3,Cl3
synthetic_sparse_interactions_76,synthetic_sparse_interactions,0.23617817880059977,0.7678791123107837,0.057777836399112714,0.9675762916075412,0.18099173439326766,0.08300084307734745,0.42971717782605795,2,Cl2
synthetic_sparse_interactions_77,synthetic_sparse_interactions,0.2550470022881932,0.6463933337274437,0.2946068956357467,0.3327312958736254,0.22890955452830575,0.751762530148866,0.3789788110220054,1,Cl1
synthetic_sparse_interactions_78,synthetic_sparse_interactions,0.8438524618070626,0.02315123767016436,0.2791687909809538,0.7720857695624664,0.5442347819552374,0.1661282642030535,0.4251936152868977,2,Cl2
synthetic_sparse_interactions_79,synthetic_sparse_interactions,0.8750389417692025,0.3493837926395864,0.005861673176344229,0.36967932063857734,0.9284075083542874,0.6313232720120316,0.6485469721877876,4,Cl4
synthetic_sparse_interactions_80,synthetic_sparse_interactions,0.08548339721391951,0.25682220756846086,0.9120857188926301,0.4125609601179163,0.9750369698268375,0.22233276015612502,0.3818594931492784,1,Cl1
synthetic_sparse_interactions_81,synthetic_sparse_interactions,0.20799407379549661,0.8129711204669096,0.9653650264990763,0.2158650026947494,0.0020852669067901175,0.48556206113836875,0.4365245279714238,2,Cl2
synthetic_sparse_interactions_82,synthetic_sparse_interactions,0.5307688287260481,0.6337939742168117,0.6347537876370208,0.2549650314361952,0.1552834229690232,0.8957468827932711,0.6075999980836224,3,Cl3
synthetic_sparse_interactions_83,synthetic_sparse_interactions,0.44927707842574216,0.08100407684958622,0.05429942711001967,0.8171966453194456,0.5874019814408322,0.8225631587487087,0.4633354396642835,2,Cl2
synthetic_sparse_interactions_84,synthetic_sparse_interactions,0.472547350532438,0.7971148586705175,0.9246046211670548,0.5510491005710788,0.6229100460113776,0.5891084916891814,0.6263778689306362,4,Cl4
synthetic_sparse_interactions_85,synthetic_sparse_interactions,0.027998531661025616,0.8245240978538289,0.21841303894289865,0.3786724461295571,0.7042281684262078,0.8539675283183161,0.4638771265642454,2,Cl2
synthetic_sparse_interactions_86,synthetic_sparse_interactions,0.49728821009714386,0.47805505435114304,0.9009266220547805,0.976515927941651,0.990905286189321,0.7526446068213539,0.6037933745307841,3,Cl3
synthetic_sparse_interactions_87,synthetic_sparse_interactions,0.49462034290661816,0.2917286565748518,0.07723341298716302,0.507009526200661,0.4496905464228832,0.18606490833457556,0.37219536696101096,1,Cl1
synthetic_sparse_interactions_88,synthetic_sparse_interactions,0.8807693551951146,0.14741074856459324,0.5273667102335332,0.04315500040913545,0.29989858373477174,0.7234836084737791,0.5022080241168496,3,Cl3
synthetic_sparse_interactions_89,synthetic_sparse_interactions,0.3392528066830046,0.22103149820472412,0.5770217474181001,0.12656481528771524,0.5843573948659352,0.4153782507447372,0.3807084592743557,1,Cl1
synthetic_sparse_interactions_90,synthetic_sparse_interactions,0.6571637608755162,0.707737632656277,0.8650229248813817,0.5999838135012927,0.24033842046594878,0.2544292038620065,0.5862568700167223,3,Cl3
synthetic_sparse_interactions_91,synthetic_sparse_interactions,0.7480772006236929,0.33060707882445617,0.6942438853878865,0.909137192102278,0.8138419568394692,0.5872479668940945,0.6065535626405839,3,Cl3
synthetic_sparse_interactions_92,synthetic_sparse_interactions,0.45629552482197655,0.4844777069153152,0.2630274023589202,0.2886878370026805,0.4655081165417988,0.24112702208264647,0.47118869417856396,2,Cl2
synthetic_sparse_interactions_93,synthetic_sparse_interactions,0.17040110850939572,0.14012791929270074,0.9337033234942514,0.2256758742162528,0.9280921080577416,0.8063217881616788,0.5076557211378203,3,Cl3
synthetic_sparse_interactions_94,synthetic_sparse_interactions,0.05204966706136349,0.9069027186474936,0.9410432966897979,0.6433136949943534,0.7440944464901305,0.48198437551864104,0.4523082313469151,2,Cl2
synthetic_sparse_interactions_95,synthetic_sparse_interactions,0.8223952281447229,0.09066983632653647,0.8927034900375077,0.41535857421048883,0.5870642101116916,0.29063902542173836,0.46424939561909084,2,Cl2
synthetic_sparse_interactions_96,synthetic_sparse_interactions,0.9613838006485677,0.825871449678618,0.7347148855415411,0.36342487103787935,0.7505793391452006,0.6815881618477048,0.9351674583753822,4,Cl4
synthetic_sparse_interactions_97,synthetic_sparse_interactions,0.5671668123983427,0.2856187390027861,0.7925702994386021,0.4831154276961803,0.6813365412511161,0.2185669460567372,0.47179199062179006,2,Cl2
synthetic_sparse_interactions_98,synthetic_sparse_interactions,0.47959447171632874,0.3356385840762346,0.010554010261872637,0.4238188122471108,0.8903139108047006,0.8186407082497644,0.5250485441787397,3,Cl3
synthetic_sparse_interactions_99,synthetic_sparse_interactions,0.4185993856779233,0.7839455367718627,0.9727312751610404,0.8146783610824401,0.8135529561966822,0.2573900528416694,0.5371173173422439,3,Cl3
synthetic_sparse_interactions_100,synthetic_sparse_interactions,0.612877377912711,0.30084208313648964,0.4749205529997871,0.8901898474742799,0.44484748071527114,0.14863709568638928,0.43866486117654774,2,Cl2
synthetic_sparse_interactions_101,synthetic_sparse_interactions,0.298407603629246,0.238690619489192,0.1579440345458979,0.31612177001812725,0.23045375117807654,0.8004494979400796,0.3074728281106166,1,Cl1
synthetic_sparse_interactions_102,synthetic_sparse_interactions,0.6065430097444259,0.5265489194842794,0.969284582409001,0.6478851789934766,0.5859864304249045,0.5485820147625208,0.599372223347318,3,Cl3
synthetic_sparse_interactions_103,synthetic_sparse_interactions,0.44464717511148955,0.6464871257106024,0.5455151122337543,0.8113353086528191,0.1741208797429774,0.6099274201142026,0.5121640929437166,3,Cl3
synthetic_sparse_interactions_104,synthetic_sparse_interactions,0.8526298736404914,0.6580341710151476,0.9221184926985997,0.875226629606414,0.20597235181992313,0.2141899883543169,0.596537253619207,3,Cl3
synthetic_sparse_interactions_105,synthetic_sparse_interactions,0.15691494799767458,0.8055651125173618,0.7407548525530616,0.7844575233660409,0.01262329989149824,0.4844308402524057,0.35094156370881696,1,Cl1
synthetic_sparse_interactions_106,synthetic_sparse_interactions,0.19017911177626445,0.2860272552735931,0.8229727706348765,0.9015934570805558,0.933013430211217,0.23281594550313245,0.3692526136803635,1,Cl1
synthetic_sparse_interactions_107,synthetic_sparse_interactions,0.9880470098840761,0.09452063468069638,0.690385659746303,0.6690013124104408,0.11731354521480386,0.9372875898258608,0.5260654004651769,3,Cl3
synthetic_sparse_interactions_108,synthetic_sparse_interactions,0.9631895397873733,0.0631293577229286,0.44323232022275716,0.38662176753325894,0.5629815274454261,0.8873369321155492,0.5024128395849842,3,Cl3
synthetic_sparse_interactions_109,synthetic_sparse_interactions,0.17507346919595346,0.22598744984913455,0.08066406754581801,0.6013408926451698,0.0975828854076135,0.9575143730503262,0.3161709380566889,1,Cl1
synthetic_sparse_interactions_110,synthetic_sparse_interactions,0.7642152829032736,0.9256385212470954,0.31825185010847434,0.23729116133787975,0.13274693034724805,0.6037388726854979,0.711095619651158,4,Cl4
synthetic_sparse_interactions_111,synthetic_sparse_interactions,0.3281545353524673,0.8094686595212109,0.6462101806444847,0.48091225446957264,0.23967696703756702,0.2814298444522514,0.49556825818765227,2,Cl2
synthetic_sparse_interactions_112,synthetic_sparse_interactions,0.5198699928282581,0.32716097317740955,0.34058247299124356,0.7544715998184673,0.7078578233302388,0.34448026395208997,0.510113142292965,3,Cl3
synthetic_sparse_interactions_113,synthetic_sparse_interactions,0.9546964239677842,0.035076396430387846,0.21158698629016237,0.31555508208038974,0.8035788560452595,0.6165540685515914,0.4951364513370425,2,Cl2
synthetic_sparse_interactions_114,synthetic_sparse_interactions,0.58502339239877,0.9798661794841833,0.9500273444771482,0.37152216860784404,0.8102867883995027,0.3639571571280483,0.7981528530415891,4,Cl4
synthetic_sparse_interactions_115,synthetic_sparse_interactions,0.26275678150028303,0.951514161771843,0.5022099524331766,0.21845416449748578,0.2241053987848186,0.9673727403001161,0.5532247795277473,3,Cl3
synthetic_sparse_interactions_116,synthetic_sparse_interactions,0.3162710432184176,0.4185179032054628,0.6192808219039687,0.7387897600220312,0.3395459410519224,0.06285989393347091,0.3324808486494611,1,Cl1
