alternative_id,dataset_id,wine_type,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,original_quality,class_index,class_label
wine_quality_white_1,wine_quality_white,white,0.30769230769230776,0.18627450980392157,0.21686746987951808,0.308282208588957,0.10682492581602374,0.14982578397212543,0.37354988399071926,0.26778484673221237,0.25454545454545446,0.26744186046511625,0.12903225806451626,6,4,Cl4
wine_quality_white_2,wine_quality_white,white,0.24038461538461542,0.2156862745098039,0.20481927710843376,0.015337423312883436,0.11869436201780417,0.041811846689895474,0.2853828306264501,0.13283208020050039,0.5272727272727271,0.313953488372093,0.24193548387096778,6,4,Cl4
wine_quality_white_3,wine_quality_white,white,0.4134615384615385,0.19607843137254902,0.24096385542168677,0.09662576687116566,0.12166172106824928,0.0975609756097561,0.20417633410672853,0.15403894351262667,0.4909090909090907,0.25581395348837205,0.3387096774193548,6,4,Cl4
wine_quality_white_4,wine_quality_white,white,0.326923076923077,0.1470588235294118,0.1927710843373494,0.12116564417177914,0.1454005934718101,0.156794425087108,0.41067285382830626,0.1636784268363216,0.4272727272727272,0.20930232558139536,0.3064516129032259,6,4,Cl4
wine_quality_white_5,wine_quality_white,white,0.326923076923077,0.1470588235294118,0.1927710843373494,0.12116564417177914,0.1454005934718101,0.156794425087108,0.41067285382830626,0.1636784268363216,0.4272727272727272,0.20930232558139536,0.3064516129032259,6,4,Cl4
wine_quality_white_6,wine_quality_white,white,0.4134615384615385,0.19607843137254902,0.24096385542168677,0.09662576687116566,0.12166172106824928,0.0975609756097561,0.20417633410672853,0.15403894351262667,0.4909090909090907,0.25581395348837205,0.3387096774193548,6,4,Cl4
wine_quality_white_7,wine_quality_white,white,0.23076923076923084,0.23529411764705882,0.0963855421686747,0.09815950920245399,0.10682492581602374,0.0975609756097561,0.29466357308584684,0.15018315018314957,0.41818181818181827,0.2906976744186046,0.25806451612903225,6,4,Cl4
wine_quality_white_8,wine_quality_white,white,0.30769230769230776,0.18627450980392157,0.21686746987951808,0.308282208588957,0.10682492581602374,0.14982578397212543,0.37354988399071926,0.26778484673221237,0.25454545454545446,0.26744186046511625,0.12903225806451626,6,4,Cl4
wine_quality_white_9,wine_quality_white,white,0.24038461538461542,0.2156862745098039,0.20481927710843376,0.015337423312883436,0.11869436201780417,0.041811846689895474,0.2853828306264501,0.13283208020050039,0.5272727272727271,0.313953488372093,0.24193548387096778,6,4,Cl4
wine_quality_white_10,wine_quality_white,white,0.4134615384615385,0.13725490196078433,0.25903614457831325,0.013803680981595092,0.10385756676557864,0.09059233449477352,0.27842227378190254,0.12897628687102328,0.4545454545454547,0.26744186046511625,0.48387096774193555,6,4,Cl4
wine_quality_white_11,wine_quality_white,white,0.4134615384615385,0.18627450980392157,0.2469879518072289,0.01303680981595092,0.0712166172106825,0.0313588850174216,0.12529002320185614,0.0711393869288601,0.24545454545454554,0.39534883720930236,0.6451612903225807,5,3,Cl3
wine_quality_white_12,wine_quality_white,white,0.46153846153846156,0.1470588235294118,0.24096385542168677,0.05521472392638037,0.07715133531157271,0.05226480836236934,0.23201856148491878,0.14632735685367246,0.3818181818181819,0.3604651162790698,0.2741935483870967,5,3,Cl3
wine_quality_white_13,wine_quality_white,white,0.39423076923076933,0.0980392156862745,0.22289156626506024,0.00920245398773006,0.09198813056379823,0.04878048780487805,0.1531322505800464,0.09427414690572494,0.41818181818181827,0.4767441860465116,0.4516129032258066,5,3,Cl3
wine_quality_white_14,wine_quality_white,white,0.2692307692307693,0.0784313725490196,0.24096385542168677,0.013803680981595092,0.10385756676557864,0.1602787456445993,0.3109048723897912,0.07885097358781433,0.7454545454545456,0.3488372093023256,0.7096774193548389,7,5,Cl5
wine_quality_white_15,wine_quality_white,white,0.4326923076923078,0.3333333333333333,0.3734939759036145,0.28604294478527603,0.09198813056379823,0.13588850174216027,0.37819025522041766,0.2523616734143039,0.23636363636363625,0.5232558139534884,0.2741935483870967,5,3,Cl3
wine_quality_white_16,wine_quality_white,white,0.2692307692307693,0.08823529411764706,0.22891566265060243,0.013803680981595092,0.0682492581602374,0.09059233449477352,0.23897911832946636,0.08270676691729145,0.4818181818181818,0.38372093023255816,0.5483870967741936,7,5,Cl5
wine_quality_white_17,wine_quality_white,white,0.24038461538461542,0.392156862745098,0.024096385542168676,0.0076687116564417195,0.10979228486646884,0.0975609756097561,0.2088167053364269,0.10969732022363556,0.4727272727272729,0.16279069767441856,0.25806451612903225,6,4,Cl4
wine_quality_white_18,wine_quality_white,white,0.23076923076923084,0.5686274509803922,0.2891566265060241,0.00920245398773006,0.05934718100890209,0.09407665505226481,0.1531322505800464,0.04029304029303887,0.5545454545454546,0.19767441860465115,0.774193548387097,8,6,Cl6
wine_quality_white_19,wine_quality_white,white,0.34615384615384626,0.2549019607843137,0.25301204819277107,0.0076687116564417195,0.0712166172106825,0.05226480836236934,0.37587006960556846,0.08849045691150927,0.36363636363636365,0.3604651162790698,0.5322580645161292,6,4,Cl4
wine_quality_white_20,wine_quality_white,white,0.2596153846153847,0.22549019607843135,0.08433734939759037,0.1058282208588957,0.10385756676557864,0.11149825783972125,0.2877030162412993,0.16175053017158306,0.4545454545454547,0.3255813953488372,0.24193548387096778,5,3,Cl3
wine_quality_white_21,wine_quality_white,white,0.23076923076923084,0.5686274509803922,0.2891566265060241,0.00920245398773006,0.05934718100890209,0.09407665505226481,0.1531322505800464,0.04029304029303887,0.5545454545454546,0.19767441860465115,0.774193548387097,8,6,Cl6
wine_quality_white_22,wine_quality_white,white,0.2500000000000001,0.22549019607843135,0.22891566265060243,0.0352760736196319,0.08605341246290801,0.059233449477351915,0.21577726218097448,0.07885097358781433,0.409090909090909,0.15116279069767438,0.48387096774193555,7,5,Cl5
wine_quality_white_23,wine_quality_white,white,0.2884615384615385,0.1764705882352941,0.25301204819277107,0.01687116564417178,0.11869436201780417,0.13588850174216027,0.26218097447795824,0.11355311355311266,0.681818181818182,0.3023255813953488,0.40322580645161293,8,6,Cl6
wine_quality_white_24,wine_quality_white,white,0.3653846153846154,0.5784313725490197,0.08433734939759037,0.013803680981595092,0.19287833827893178,0.08013937282229965,0.3689095127610209,0.12704839020628472,0.29999999999999977,0.3372093023255814,0.20967741935483886,5,3,Cl3
wine_quality_white_25,wine_quality_white,white,0.2692307692307693,0.18627450980392157,0.2469879518072289,0.010736196319018405,0.12759643916913946,0.04878048780487805,0.308584686774942,0.15403894351262667,0.6363636363636364,0.2906976744186046,0.32258064516129037,6,4,Cl4
wine_quality_white_26,wine_quality_white,white,0.30769230769230776,0.16666666666666666,0.1927710843373494,0.12883435582822086,0.10979228486646884,0.18815331010452963,0.5475638051044084,0.16175053017158306,0.4818181818181818,0.3255813953488372,0.3870967741935485,6,4,Cl4
wine_quality_white_27,wine_quality_white,white,0.2980769230769232,0.15686274509803919,0.2108433734939759,0.006134969325153374,0.12759643916913946,0.11498257839721254,0.31786542923433875,0.11355311355311266,0.6636363636363638,0.25581395348837205,0.32258064516129037,6,4,Cl4
wine_quality_white_28,wine_quality_white,white,0.30769230769230776,0.19607843137254902,0.23493975903614459,0.12423312883435582,0.12462908011869436,0.10452961672473868,0.3062645011600928,0.1733179101600144,0.5999999999999999,0.3604651162790698,0.40322580645161293,6,4,Cl4
wine_quality_white_29,wine_quality_white,white,0.34615384615384626,0.18627450980392157,0.2891566265060241,0.0076687116564417195,0.11275964391691395,0.05226480836236934,0.2853828306264501,0.08270676691729145,0.4272727272727272,0.313953488372093,0.5806451612903226,6,4,Cl4
