alternative_id,dataset_id,wine_type,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,original_quality,class_index,class_label
wine_quality_combined_1,wine_quality_combined,red,0.2975206611570248,0.41333333333333333,0.0,0.019938650306748462,0.11129568106312293,0.034722222222222224,0.06451612903225806,0.2060921534605742,0.6124031007751937,0.19101123595505623,0.20289855072463772,5,3,Cl3
wine_quality_combined_2,wine_quality_combined,red,0.33057851239669417,0.5333333333333333,0.0,0.03067484662576687,0.14784053156146182,0.08333333333333333,0.14055299539170507,0.18681318681318645,0.37209302325581406,0.25842696629213485,0.2608695652173914,5,3,Cl3
wine_quality_combined_3,wine_quality_combined,red,0.33057851239669417,0.45333333333333337,0.024096385542168676,0.026073619631901836,0.13787375415282394,0.04861111111111111,0.11059907834101383,0.1906689801426636,0.4186046511627905,0.2415730337078652,0.2608695652173914,5,3,Cl3
wine_quality_combined_4,wine_quality_combined,red,0.6115702479338841,0.13333333333333333,0.3373493975903615,0.019938650306748462,0.10963455149501662,0.05555555555555555,0.12442396313364056,0.2099479467900513,0.3410852713178295,0.20224719101123595,0.2608695652173914,6,4,Cl4
wine_quality_combined_5,wine_quality_combined,red,0.2975206611570248,0.41333333333333333,0.0,0.019938650306748462,0.11129568106312293,0.034722222222222224,0.06451612903225806,0.2060921534605742,0.6124031007751937,0.19101123595505623,0.20289855072463772,5,3,Cl3
wine_quality_combined_6,wine_quality_combined,red,0.2975206611570248,0.3866666666666667,0.0,0.018404907975460124,0.10963455149501662,0.041666666666666664,0.07834101382488479,0.2060921534605742,0.6124031007751937,0.19101123595505623,0.20289855072463772,5,3,Cl3
wine_quality_combined_7,wine_quality_combined,red,0.33884297520661155,0.3466666666666667,0.03614457831325301,0.015337423312883436,0.09966777408637875,0.04861111111111111,0.12211981566820276,0.17910160015423007,0.44961240310077505,0.1348314606741573,0.20289855072463772,5,3,Cl3
wine_quality_combined_8,wine_quality_combined,red,0.2892561983471074,0.38000000000000006,0.0,0.00920245398773006,0.09302325581395349,0.04861111111111111,0.03456221198156682,0.14439946018893388,0.5193798449612405,0.14044943820224717,0.2898550724637681,7,5,Cl5
wine_quality_combined_9,wine_quality_combined,red,0.33057851239669417,0.3333333333333333,0.012048192771084338,0.021472392638036807,0.10631229235880399,0.027777777777777776,0.027649769585253458,0.18681318681318645,0.4961240310077518,0.19662921348314605,0.21739130434782608,7,5,Cl5
wine_quality_combined_10,wine_quality_combined,red,0.30578512396694213,0.27999999999999997,0.21686746987951808,0.0843558282208589,0.10299003322259136,0.05555555555555555,0.22119815668202766,0.2060921534605742,0.4883720930232559,0.3258426966292135,0.36231884057971014,5,3,Cl3
wine_quality_combined_11,wine_quality_combined,red,0.2396694214876033,0.3333333333333333,0.04819277108433735,0.018404907975460124,0.1461794019933555,0.04861111111111111,0.1359447004608295,0.1694621168305373,0.4341085271317828,0.17977528089887643,0.17391304347826075,5,3,Cl3
wine_quality_combined_12,wine_quality_combined,red,0.30578512396694213,0.27999999999999997,0.21686746987951808,0.0843558282208589,0.10299003322259136,0.05555555555555555,0.22119815668202766,0.2060921534605742,0.4883720930232559,0.3258426966292135,0.36231884057971014,5,3,Cl3
wine_quality_combined_13,wine_quality_combined,red,0.14876033057851237,0.3566666666666667,0.0,0.015337423312883436,0.132890365448505,0.052083333333333336,0.12211981566820276,0.13861577019471608,0.6666666666666667,0.16853932584269665,0.27536231884057977,5,3,Cl3
wine_quality_combined_14,wine_quality_combined,red,0.33057851239669417,0.35333333333333333,0.1746987951807229,0.015337423312883436,0.17441860465116282,0.027777777777777776,0.052995391705069124,0.1983805668016178,0.4186046511627905,0.752808988764045,0.1594202898550724,5,3,Cl3
wine_quality_combined_15,wine_quality_combined,red,0.4214876033057851,0.36000000000000004,0.10843373493975904,0.04907975460122699,0.27740863787375414,0.17708333333333334,0.32027649769585254,0.2215153267784848,0.3410852713178295,0.3707865168539326,0.17391304347826075,5,3,Cl3
wine_quality_combined_16,wine_quality_combined,red,0.4214876033057851,0.36000000000000004,0.11445783132530121,0.05061349693251533,0.2674418604651163,0.1736111111111111,0.3271889400921659,0.2215153267784848,0.3488372093023255,0.39887640449438205,0.17391304347826075,5,3,Cl3
wine_quality_combined_17,wine_quality_combined,red,0.3884297520661157,0.13333333333333333,0.3373493975903615,0.018404907975460124,0.13787375415282394,0.11805555555555555,0.22350230414746544,0.188741083477925,0.44961240310077505,0.29775280898876405,0.36231884057971014,7,5,Cl5
wine_quality_combined_18,wine_quality_combined,red,0.3553719008264462,0.32,0.16867469879518074,0.01687116564417178,0.5963455149501661,0.052083333333333336,0.1152073732718894,0.18681318681318645,0.3023255813953487,0.5955056179775281,0.18840579710144936,5,3,Cl3
wine_quality_combined_19,wine_quality_combined,red,0.2975206611570248,0.34,0.04819277108433735,0.05828220858895706,0.12790697674418605,0.017361111111111112,0.052995391705069124,0.1983805668016178,0.5116279069767441,0.15730337078651688,0.14492753623188406,4,2,Cl2
wine_quality_combined_20,wine_quality_combined,red,0.33884297520661155,0.16,0.30722891566265065,0.018404907975460124,0.5514950166112957,0.05555555555555555,0.1152073732718894,0.188741083477925,0.2480620155038759,0.4831460674157304,0.17391304347826075,6,4,Cl4
wine_quality_combined_21,wine_quality_combined,red,0.4214876033057851,0.09333333333333334,0.2891566265060241,0.018404907975460124,0.11295681063122925,0.09722222222222222,0.12442396313364056,0.18681318681318645,0.5193798449612405,0.17415730337078655,0.20289855072463772,6,4,Cl4
wine_quality_combined_22,wine_quality_combined,red,0.31404958677685946,0.20666666666666667,0.18674698795180725,0.026073619631901836,0.12126245847176081,0.0763888888888889,0.1497695852534562,0.21380374011952843,0.62015503875969,0.2415730337078652,0.24637681159420277,5,3,Cl3
wine_quality_combined_23,wine_quality_combined,red,0.33884297520661155,0.2333333333333333,0.12650602409638553,0.015337423312883436,0.1611295681063123,0.03125,0.07142857142857142,0.18295739348370935,0.3488372093023255,0.38764044943820225,0.21739130434782608,5,3,Cl3
wine_quality_combined_24,wine_quality_combined,red,0.3884297520661157,0.2733333333333333,0.06626506024096386,0.026073619631901836,0.12458471760797345,0.027777777777777776,0.14055299539170507,0.18681318681318645,0.3488372093023255,0.17415730337078655,0.20289855072463772,5,3,Cl3
wine_quality_combined_25,wine_quality_combined,red,0.25619834710743805,0.21333333333333335,0.08433734939759037,0.02760736196319018,0.12624584717607976,0.06944444444444445,0.07834101382488479,0.18681318681318645,0.550387596899225,0.2303370786516854,0.24637681159420277,6,4,Cl4
wine_quality_combined_26,wine_quality_combined,red,0.20661157024793386,0.20666666666666667,0.0963855421686747,0.012269938650306747,0.1179401993355482,0.034722222222222224,0.03917050691244239,0.16175053017158306,0.4806201550387596,0.19101123595505623,0.18840579710144936,5,3,Cl3
wine_quality_combined_27,wine_quality_combined,red,0.31404958677685946,0.21999999999999997,0.14457831325301204,0.018404907975460124,0.1179401993355482,0.010416666666666666,0.01152073732718894,0.17524580682475296,0.4341085271317828,0.20786516853932585,0.21739130434782608,5,3,Cl3
wine_quality_combined_28,wine_quality_combined,red,0.33884297520661155,0.2333333333333333,0.12650602409638553,0.015337423312883436,0.1611295681063123,0.03125,0.07142857142857142,0.18295739348370935,0.3488372093023255,0.38764044943820225,0.21739130434782608,5,3,Cl3
wine_quality_combined_29,wine_quality_combined,red,0.2727272727272727,0.42,0.0,0.019938650306748462,0.1179401993355482,0.04513888888888889,0.06682027649769585,0.1945247734721407,0.5813953488372094,0.18539325842696633,0.20289855072463772,5,3,Cl3
wine_quality_combined_30,wine_quality_combined,red,0.33057851239669417,0.3766666666666667,0.0,0.021472392638036807,0.12126245847176081,0.024305555555555556,0.02304147465437788,0.17910160015423007,0.5116279069767441,0.20786516853932585,0.2608695652173914,6,4,Cl4
wine_quality_combined_31,wine_quality_combined,red,0.2396694214876033,0.3966666666666667,0.042168674698795185,0.02760736196319018,0.132890365448505,0.05555555555555555,0.17511520737327188,0.16753422016579872,0.4883720930232559,0.17977528089887643,0.30434782608695643,5,3,Cl3
wine_quality_combined_32,wine_quality_combined,red,0.25619834710743805,0.4033333333333334,0.0,0.029141104294478526,0.159468438538206,0.07291666666666667,0.07142857142857142,0.18295739348370935,0.5736434108527132,0.19662921348314605,0.3768115942028985,6,4,Cl4
wine_quality_combined_33,wine_quality_combined,red,0.37190082644628103,0.38333333333333336,0.07228915662650602,0.026073619631901836,0.12292358803986714,0.04861111111111111,0.2465437788018433,0.18295739348370935,0.3488372093023255,0.24719101123595508,0.2608695652173914,5,3,Cl3
wine_quality_combined_34,wine_quality_combined,red,0.25619834710743805,0.35000000000000003,0.07228915662650602,0.1549079754601227,0.10631229235880399,0.13541666666666666,0.1774193548387097,0.2350106034316547,0.5658914728682172,0.16853932584269665,0.20289855072463772,6,4,Cl4
wine_quality_combined_35,wine_quality_combined,red,0.11570247933884299,0.16,0.15060240963855423,0.018404907975460124,0.15614617940199335,0.041666666666666664,0.10138248847926268,0.16560632350106017,0.5116279069767441,0.18539325842696633,0.17391304347826075,5,3,Cl3
wine_quality_combined_36,wine_quality_combined,red,0.33057851239669417,0.3766666666666667,0.0,0.07515337423312883,0.12790697674418605,0.013888888888888888,0.027649769585253458,0.2215153267784848,0.5271317829457364,0.18539325842696633,0.23188405797101444,6,4,Cl4
wine_quality_combined_37,wine_quality_combined,red,0.33057851239669417,0.3466666666666667,0.08433734939759037,0.02760736196319018,0.12790697674418605,0.006944444444444444,0.020737327188940093,0.2003084634663585,0.5426356589147286,0.21348314606741572,0.40579710144927544,6,4,Cl4
wine_quality_combined_38,wine_quality_combined,red,0.3553719008264462,0.19999999999999998,0.16867469879518074,0.023006134969325152,0.09468438538205981,0.041666666666666664,0.055299539170506916,0.18681318681318645,0.3953488372093023,0.28651685393258425,0.24637681159420277,7,5,Cl5
wine_quality_combined_39,wine_quality_combined,red,0.15702479338842976,0.6999999999999998,0.05421686746987952,0.013803680981595092,0.2707641196013289,0.020833333333333332,0.029953917050691243,0.13283208020050039,0.6046511627906977,0.14606741573033707,0.2608695652173914,4,2,Cl2
wine_quality_combined_40,wine_quality_combined,red,0.2892561983471074,0.24666666666666667,0.21686746987951808,0.08128834355828221,0.10797342192691031,0.03819444444444445,0.18663594470046083,0.2060921534605742,0.47286821705426363,0.34269662921348315,0.36231884057971014,5,3,Cl3
wine_quality_combined_41,wine_quality_combined,red,0.2892561983471074,0.24666666666666667,0.21686746987951808,0.08128834355828221,0.10797342192691031,0.03819444444444445,0.18663594470046083,0.2060921534605742,0.47286821705426363,0.34269662921348315,0.36231884057971014,5,3,Cl3
wine_quality_combined_42,wine_quality_combined,red,0.4132231404958678,0.35333333333333333,0.18072289156626506,0.03374233128834355,0.13122923588039867,0.05555555555555555,0.09216589861751152,0.20223636013109708,0.4186046511627905,0.16292134831460675,0.18840579710144936,4,2,Cl2
wine_quality_combined_43,wine_quality_combined,red,0.30578512396694213,0.2733333333333333,0.12048192771084339,0.03067484662576687,0.5365448504983389,0.024305555555555556,0.018433179723502304,0.18681318681318645,0.37984496124031003,0.3820224719101124,0.36231884057971014,6,4,Cl4
wine_quality_combined_44,wine_quality_combined,red,0.3553719008264462,0.3866666666666667,0.13253012048192772,0.024539877300613498,0.09966777408637875,0.027777777777777776,0.03917050691244239,0.18681318681318645,0.44961240310077505,0.550561797752809,0.3333333333333334,5,3,Cl3
wine_quality_combined_45,wine_quality_combined,red,0.24793388429752064,0.39333333333333337,0.012048192771084338,0.018404907975460124,0.0681063122923588,0.013888888888888888,0.01152073732718894,0.17524580682475296,0.5891472868217055,0.16853932584269665,0.21739130434782608,5,3,Cl3
