alternative_id,dataset_id,source_dataset,g1,g2,g3,g4,source_y,class_index,class_label
toc_uco_oc06_esl_1,toc_uco_oc06_esl,oc06_esl,0.5555555555555556,0.4444444444444444,0.16666666666666666,0.0,0,1,Cl1
toc_uco_oc06_esl_2,toc_uco_oc06_esl,oc06_esl,0.3333333333333333,0.2222222222222222,0.0,0.6666666666666666,0,1,Cl1
toc_uco_oc06_esl_3,toc_uco_oc06_esl,oc06_esl,0.2222222222222222,0.1111111111111111,0.0,0.3333333333333333,0,1,Cl1
toc_uco_oc06_esl_4,toc_uco_oc06_esl,oc06_esl,0.4444444444444444,0.2222222222222222,0.16666666666666666,0.3333333333333333,0,1,Cl1
toc_uco_oc06_esl_5,toc_uco_oc06_esl,oc06_esl,0.2222222222222222,0.2222222222222222,0.0,0.3333333333333333,0,1,Cl1
toc_uco_oc06_esl_6,toc_uco_oc06_esl,oc06_esl,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.3333333333333333,0,1,Cl1
toc_uco_oc06_esl_7,toc_uco_oc06_esl,oc06_esl,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.16666666666666666,0,1,Cl1
toc_uco_oc06_esl_8,toc_uco_oc06_esl,oc06_esl,0.2222222222222222,0.1111111111111111,0.16666666666666666,0.3333333333333333,0,1,Cl1
toc_uco_oc06_esl_9,toc_uco_oc06_esl,oc06_esl,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.5,0,1,Cl1
toc_uco_oc06_esl_10,toc_uco_oc06_esl,oc06_esl,0.5555555555555556,0.3333333333333333,0.0,0.0,0,1,Cl1
toc_uco_oc06_esl_11,toc_uco_oc06_esl,oc06_esl,0.2222222222222222,0.2222222222222222,0.16666666666666666,0.3333333333333333,0,1,Cl1
toc_uco_oc06_esl_12,toc_uco_oc06_esl,oc06_esl,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5,0,1,Cl1
toc_uco_oc06_esl_13,toc_uco_oc06_esl,oc06_esl,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.6666666666666666,0,1,Cl1
toc_uco_oc06_esl_14,toc_uco_oc06_esl,oc06_esl,0.4444444444444444,0.3333333333333333,0.16666666666666666,0.5,0,1,Cl1
toc_uco_oc06_esl_15,toc_uco_oc06_esl,oc06_esl,0.4444444444444444,0.3333333333333333,0.16666666666666666,0.5,0,1,Cl1
toc_uco_oc06_esl_16,toc_uco_oc06_esl,oc06_esl,0.4444444444444444,0.4444444444444444,0.16666666666666666,0.16666666666666666,0,1,Cl1
toc_uco_oc06_esl_17,toc_uco_oc06_esl,oc06_esl,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.5,0,1,Cl1
toc_uco_oc06_esl_18,toc_uco_oc06_esl,oc06_esl,0.2222222222222222,0.3333333333333333,0.5,0.3333333333333333,0,1,Cl1
toc_uco_oc06_esl_19,toc_uco_oc06_esl,oc06_esl,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.3333333333333333,0,1,Cl1
toc_uco_oc06_esl_20,toc_uco_oc06_esl,oc06_esl,0.4444444444444444,0.3333333333333333,0.16666666666666666,0.16666666666666666,0,1,Cl1
toc_uco_oc06_esl_21,toc_uco_oc06_esl,oc06_esl,0.4444444444444444,0.5555555555555556,0.3333333333333333,0.5,0,1,Cl1
toc_uco_oc06_esl_22,toc_uco_oc06_esl,oc06_esl,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.5,0,1,Cl1
toc_uco_oc06_esl_23,toc_uco_oc06_esl,oc06_esl,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0,1,Cl1
toc_uco_oc06_esl_24,toc_uco_oc06_esl,oc06_esl,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.5,0,1,Cl1
toc_uco_oc06_esl_25,toc_uco_oc06_esl,oc06_esl,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.5,0,1,Cl1
toc_uco_oc06_esl_26,toc_uco_oc06_esl,oc06_esl,0.4444444444444444,0.3333333333333333,0.16666666666666666,0.3333333333333333,0,1,Cl1
toc_uco_oc06_esl_27,toc_uco_oc06_esl,oc06_esl,0.4444444444444444,0.5555555555555556,0.16666666666666666,0.3333333333333333,0,1,Cl1
toc_uco_oc06_esl_28,toc_uco_oc06_esl,oc06_esl,0.4444444444444444,0.4444444444444444,0.5,0.5,0,1,Cl1
toc_uco_oc06_esl_29,toc_uco_oc06_esl,oc06_esl,0.4444444444444444,0.4444444444444444,0.5,0.5,0,1,Cl1
toc_uco_oc06_esl_30,toc_uco_oc06_esl,oc06_esl,0.4444444444444444,0.4444444444444444,0.16666666666666666,0.16666666666666666,0,1,Cl1
toc_uco_oc06_esl_31,toc_uco_oc06_esl,oc06_esl,0.2222222222222222,0.2222222222222222,0.0,0.5,0,1,Cl1
toc_uco_oc06_esl_32,toc_uco_oc06_esl,oc06_esl,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0,1,Cl1
toc_uco_oc06_esl_33,toc_uco_oc06_esl,oc06_esl,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.5,0,1,Cl1
toc_uco_oc06_esl_34,toc_uco_oc06_esl,oc06_esl,0.7777777777777778,0.4444444444444444,0.3333333333333333,0.5,0,1,Cl1
toc_uco_oc06_esl_35,toc_uco_oc06_esl,oc06_esl,0.4444444444444444,0.5555555555555556,0.16666666666666666,0.5,0,1,Cl1
toc_uco_oc06_esl_36,toc_uco_oc06_esl,oc06_esl,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,1,Cl1
toc_uco_oc06_esl_37,toc_uco_oc06_esl,oc06_esl,0.5555555555555556,0.5555555555555556,0.3333333333333333,0.3333333333333333,0,1,Cl1
