alternative_id,dataset_id,source_dataset,g1,g2,g3,g4,source_y,class_index,class_label
toc_uco_oc09_era_1,toc_uco_oc09_era,oc09_era,0.21428571428571427,0.21428571428571427,0.38461538461538464,0.6428571428571429,0,1,Cl1
toc_uco_oc09_era_2,toc_uco_oc09_era,oc09_era,0.21428571428571427,0.14285714285714285,0.0,1.0,0,1,Cl1
toc_uco_oc09_era_3,toc_uco_oc09_era,oc09_era,0.0,0.35714285714285715,0.5384615384615384,0.14285714285714285,0,1,Cl1
toc_uco_oc09_era_4,toc_uco_oc09_era,oc09_era,0.14285714285714285,0.07142857142857142,0.38461538461538464,0.07142857142857142,0,1,Cl1
toc_uco_oc09_era_5,toc_uco_oc09_era,oc09_era,0.21428571428571427,0.14285714285714285,0.0,1.0,0,1,Cl1
toc_uco_oc09_era_6,toc_uco_oc09_era,oc09_era,0.9285714285714286,0.42857142857142855,0.9230769230769231,0.14285714285714285,0,1,Cl1
toc_uco_oc09_era_7,toc_uco_oc09_era,oc09_era,0.7857142857142857,0.9285714285714286,0.7692307692307693,0.07142857142857142,0,1,Cl1
toc_uco_oc09_era_8,toc_uco_oc09_era,oc09_era,0.21428571428571427,0.14285714285714285,0.0,1.0,0,1,Cl1
toc_uco_oc09_era_9,toc_uco_oc09_era,oc09_era,0.07142857142857142,0.14285714285714285,0.9230769230769231,0.2857142857142857,0,1,Cl1
toc_uco_oc09_era_10,toc_uco_oc09_era,oc09_era,0.35714285714285715,0.5,0.23076923076923078,0.8571428571428571,0,1,Cl1
toc_uco_oc09_era_11,toc_uco_oc09_era,oc09_era,0.14285714285714285,0.07142857142857142,0.38461538461538464,0.07142857142857142,0,1,Cl1
toc_uco_oc09_era_12,toc_uco_oc09_era,oc09_era,0.0,0.35714285714285715,0.5384615384615384,0.14285714285714285,0,1,Cl1
toc_uco_oc09_era_13,toc_uco_oc09_era,oc09_era,0.14285714285714285,0.07142857142857142,0.38461538461538464,0.07142857142857142,0,1,Cl1
toc_uco_oc09_era_14,toc_uco_oc09_era,oc09_era,0.0,0.35714285714285715,0.5384615384615384,0.14285714285714285,0,1,Cl1
toc_uco_oc09_era_15,toc_uco_oc09_era,oc09_era,0.14285714285714285,0.07142857142857142,0.38461538461538464,0.07142857142857142,0,1,Cl1
toc_uco_oc09_era_16,toc_uco_oc09_era,oc09_era,1.0,0.0,0.46153846153846156,0.0,0,1,Cl1
toc_uco_oc09_era_17,toc_uco_oc09_era,oc09_era,0.21428571428571427,0.14285714285714285,0.0,1.0,0,1,Cl1
toc_uco_oc09_era_18,toc_uco_oc09_era,oc09_era,0.0,0.35714285714285715,0.5384615384615384,0.14285714285714285,0,1,Cl1
toc_uco_oc09_era_19,toc_uco_oc09_era,oc09_era,0.14285714285714285,0.5,0.6923076923076923,0.14285714285714285,0,1,Cl1
toc_uco_oc09_era_20,toc_uco_oc09_era,oc09_era,1.0,0.0,0.46153846153846156,0.0,0,1,Cl1
toc_uco_oc09_era_21,toc_uco_oc09_era,oc09_era,0.14285714285714285,0.07142857142857142,0.38461538461538464,0.07142857142857142,0,1,Cl1
toc_uco_oc09_era_22,toc_uco_oc09_era,oc09_era,0.14285714285714285,0.6428571428571429,0.5384615384615384,0.35714285714285715,0,1,Cl1
toc_uco_oc09_era_23,toc_uco_oc09_era,oc09_era,1.0,0.0,0.46153846153846156,0.0,0,1,Cl1
toc_uco_oc09_era_24,toc_uco_oc09_era,oc09_era,0.0,0.7142857142857143,0.9230769230769231,0.5,0,1,Cl1
toc_uco_oc09_era_25,toc_uco_oc09_era,oc09_era,0.07142857142857142,0.21428571428571427,0.7692307692307693,0.5,0,1,Cl1
toc_uco_oc09_era_26,toc_uco_oc09_era,oc09_era,0.21428571428571427,0.14285714285714285,0.0,1.0,0,1,Cl1
toc_uco_oc09_era_27,toc_uco_oc09_era,oc09_era,0.14285714285714285,0.07142857142857142,0.38461538461538464,0.07142857142857142,0,1,Cl1
toc_uco_oc09_era_28,toc_uco_oc09_era,oc09_era,0.5,0.21428571428571427,0.5384615384615384,0.0,0,1,Cl1
toc_uco_oc09_era_29,toc_uco_oc09_era,oc09_era,0.14285714285714285,0.5,0.6923076923076923,0.14285714285714285,0,1,Cl1
toc_uco_oc09_era_30,toc_uco_oc09_era,oc09_era,0.21428571428571427,0.14285714285714285,0.0,1.0,0,1,Cl1
toc_uco_oc09_era_31,toc_uco_oc09_era,oc09_era,0.5,0.21428571428571427,0.5384615384615384,0.0,0,1,Cl1
toc_uco_oc09_era_32,toc_uco_oc09_era,oc09_era,0.21428571428571427,0.21428571428571427,0.38461538461538464,0.6428571428571429,0,1,Cl1
toc_uco_oc09_era_33,toc_uco_oc09_era,oc09_era,0.07142857142857142,0.14285714285714285,0.9230769230769231,0.2857142857142857,0,1,Cl1
toc_uco_oc09_era_34,toc_uco_oc09_era,oc09_era,0.5,0.21428571428571427,0.5384615384615384,0.0,0,1,Cl1
toc_uco_oc09_era_35,toc_uco_oc09_era,oc09_era,0.14285714285714285,0.07142857142857142,0.38461538461538464,0.07142857142857142,0,1,Cl1
toc_uco_oc09_era_36,toc_uco_oc09_era,oc09_era,0.07142857142857142,0.14285714285714285,0.9230769230769231,0.2857142857142857,0,1,Cl1
toc_uco_oc09_era_37,toc_uco_oc09_era,oc09_era,0.21428571428571427,0.42857142857142855,0.15384615384615385,0.8571428571428571,0,1,Cl1
toc_uco_oc09_era_38,toc_uco_oc09_era,oc09_era,0.5714285714285714,0.42857142857142855,0.3076923076923077,0.35714285714285715,0,1,Cl1
toc_uco_oc09_era_39,toc_uco_oc09_era,oc09_era,0.21428571428571427,0.14285714285714285,0.0,1.0,0,1,Cl1
toc_uco_oc09_era_40,toc_uco_oc09_era,oc09_era,0.0,0.7142857142857143,0.9230769230769231,0.5,0,1,Cl1
